pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,bikes_prohibited
U163P25,U163N2,U163N13,6,0,,,,0
U360P9,U360N2,U360N3,7,0,,,,0
U476P12,U476N2,U476N5,6,0,,,,0
U476P11,U476N5,U476N2,7,0,,,,0
U209P17,U209N7,U209N3,7,0,,,,0
U209P16,U209N3,U209N7,6,0,,,,0
U118P15,U118N5,U118N6,7,0,,,,0
U118P16,U118N6,U118N5,6,0,,,,0
U713P10,U713N2,U713N4,7,0,,,,0
U713P11,U713N4,U713N2,6,0,,,,0
U953P32,U953N5,U953N6,7,0,,,,0
U953P33,U953N8,U953N19,6,0,,,,0
U953P34,U953N19,U953N8,7,0,,,,0
U1071P7,U1071S1E1,U1071N5,6,0,,,,0
U1071P8,U1071N5,U1071S1E1,7,0,,,,0
U1141P4,U1141N4,U1141N2,7,0,,,,0
U1141P5,U1141N2,U1141N4,6,0,,,,0
U1140P21,U1140N2,U1140N3,7,0,,,,0
U1140P23,U1140N11,U1140N4,7,0,,,,0
U1140P24,U1140N4,U1140N11,6,0,,,,0
U1140P22,U1140N7,U1140N6,6,0,,,,0
U1000P30,U1000N5,U1000N6,7,0,,,,0
U603P33,U603N11,U603N13,6,0,,,,0
U603P35,U603N12,U603N14,6,0,,,,0
U603P37,U603N10,U603N15,6,0,,,,0
U603P32,U603N13,U603N11,7,0,,,,0
U603P34,U603N14,U603N12,7,0,,,,0
U603P36,U603N15,U603N10,7,0,,,,0
U332P35,U332N12,U332Z101P,6,0,,,,0
U332P36,U332N13,U332Z102P,6,0,,,,0
U332P34,U332Z101P,U332N12,7,0,,,,0
U332P37,U332Z102P,U332N13,7,0,,,,0
U78P34,U78N9,U78N31,6,0,,,,0
U78P35,U78N31,U78N9,7,0,,,,0
U78P31,U78N6,U78N30,7,0,,,,0
U78P32,U78N30,U78N6,6,0,,,,0
U675P28,U675N2,U675N14,6,0,,,,0
U675P27,U675N14,U675N2,7,0,,,,0
U675P30,U675N15,U675N12,6,0,,,,0
U675P29,U675N12,U675N15,7,0,,,,0
U675P31,U675N16,U675N7,6,0,,,,0
U675P32,U675N7,U675N16,7,0,,,,0
U115P19,U115N6,U115N2,6,0,,,,0
U115P18,U115N2,U115N6,7,0,,,,0
U115P21,U115N4,U115N7,6,0,,,,0
U115P20,U115N7,U115N4,7,0,,,,0
U100P20,U100N1,U100N4,6,0,,,,0
U100P19,U100N4,U100N1,7,0,,,,0
U689P48,U689N2,U689N27,7,0,,,,0
U689P49,U689N27,U689N2,6,0,,,,0
U689P55,U689N1,U689N55,6,0,,,,0
U689P56,U689N55,U689N1,7,0,,,,0
U689P58,U689N30,U689N4,6,0,,,,0
U689P57,U689N4,U689N30,7,0,,,,0
U286P17,U286N5,U286N4,6,0,,,,0
U286P18,U286N4,U286N5,7,0,,,,0
U286P19,U286N7,U286N2,6,0,,,,0
U286P20,U286N2,U286N7,7,0,,,,0
U106P14,U106N1,U106N4,6,0,,,,0
U106P19,U106N4,U106N1,7,0,,,,0
U52P11,U52N3,U52N2,6,0,,,,0
U52P20,U52N2,U52N3,7,0,,,,0
U601P6,U601N2,U601N3,7,0,,,,0
U601P8,U601N3,U601N2,6,0,,,,0
U228P12,U228N3,U228N5,1,1,,,,0
U228P10,U228N5,U228N4,6,0,,,,0
U228P11,U228N4,U228N5,7,0,,,,0
U50P28,U50N8,U50N13,6,0,,,,0
U50P29,U50N13,U50N8,7,0,,,,0
U50P32,U50N15,U50N11,1,1,,,,0
U50P30,U50N14,U50N15,6,0,,,,0
U50P31,U50N15,U50N14,7,0,,,,0
U385P12,U385N3,U385N4,7,0,,,,0
U385P13,U385N4,U385N3,6,0,,,,0
U385P17,U385N2,U385N7,6,0,,,,0
U385P18,U385N7,U385N2,7,0,,,,0
U597P9,U597N2,U597N4,7,0,,,,0
U597P10,U597N4,U597N2,6,0,,,,0
U527P8,U527S1E2,U527N6,6,0,,,,0
U527P9,U527N6,U527S1E2,7,0,,,,0
U527P10,U527N5,U527S1E1,7,0,,,,0
U527P11,U527S1E1,U527N5,6,0,,,,0
U190P17,U190N7,U190N4,6,0,,,,0
U190P18,U190N4,U190N7,7,0,,,,0
U190P19,U190N5,U190N8,7,0,,,,0
U190P20,U190N8,U190N5,6,0,,,,0
U400P50,U400N13,U400N27,6,0,,,,0
U400P51,U400N27,U400N13,7,0,,,,0
U400P52,U400N25,U400N28,6,0,,,,0
U400P53,U400N28,U400N25,7,0,,,,0
U400P19,U400N31,U400N21,1,1,,"Linka A, Line A",E6 - E7 ul. Vinohradská,0
U400P54,U400N12,U400N29,7,0,,,,0
U400P56,U400N31,U400N32,7,0,,,,0
U400P55,U400N29,U400N12,6,0,,,,0
U400P57,U400N32,U400N31,6,0,,,,0
U1072P1,U1072N1,U1072N72,6,0,,,,0
U1072P2,U1072N72,U1072N1,7,0,,,,0
U1072P17,U1072N18,U1072N24,7,0,,,,0
U1072P18,U1072N24,U1072N18,6,0,,,,0
U1072P25,U1072N11,U1072N15,6,0,,,,0
U1072P24,U1072N15,U1072N11,7,0,,,,0
U1072P27,U1072N10,U1072N81,6,0,,,,0
U1072P29,U1072N81,U1072N10,7,0,,,,0
U921P18,U921N2,U921N7,6,0,,,,0
U921P19,U921N7,U921N2,7,0,,,,0
U897P10,U897N11,U897N13,6,0,,,,0
U897P11,U897N14,U897N15,6,0,,,,0
U897P12,U897N13,U897N11,7,0,,,,0
U897P14,U897N15,U897N14,7,0,,,,0
U897P27,U897N13,U897N18,1,1,,,,0
U897P28,U897N23,U897N15,1,1,,,,0
U818P18,U818N18,U818N8,1,1,,,,0
U818P19,U818N14,U818N9,1,1,,,,0
U818P21,U818N7,U818N8,6,0,,,,0
U818P22,U818N10,U818N9,6,0,,,,0
U818P23,U818N6,U818N12,6,0,,,,0
U818P24,U818N4,U818N13,6,0,,,,0
U818P25,U818N8,U818N7,7,0,,,,0
U818P26,U818N9,U818N10,7,0,,,,0
U818P27,U818N13,U818N4,7,0,,,,0
U818P28,U818N12,U818N6,7,0,,,,0
U897P34,U897N18,U897N19,1,1,,,,0
U897P42,U897N22,U897N23,1,1,,,,0
U897P32,U897N16,U897N17,1,1,,,,0
U897P35,U897N19,U897N20,1,1,,,,0
U897P33,U897N17,U897N18,1,1,,,,0
U897P39,U897N24,U897N25,1,1,,,,0
U897P38,U897N23,U897N24,1,1,,,,0
U897P36,U897N21,U897N22,1,1,,,,0
U818P31,U818N15,U818N16,1,1,,,,0
U818P33,U818N17,U818N18,1,1,,,,0
U818P32,U818N16,U818N17,1,1,,,,0
U818P30,U818N14,U818N15,1,1,,,,0
U818P36,U818N21,U818N22,1,1,,,,0
U818P34,U818N19,U818N20,1,1,,,,0
U818P35,U818N20,U818N21,1,1,,,,0
U818P37,U818N22,U818N23,1,1,,,,0
U135P21,U135N10,U135N4,6,0,,,,0
U135P22,U135N4,U135N10,7,0,,,,0
U75P9,U75N1,U75N4,6,0,,,,0
U75P10,U75N4,U75N1,7,0,,,,0
U474P1,U474N7,U474N13,1,1,,"E1 - E2 náměstí OSN, NC Fénix",,0
U474P27,U474N14,U474N5,6,0,,,,0
U474P28,U474N5,U474N14,7,0,,,,0
U474P29,U474N11,U474N15,7,0,,,,0
U474P30,U474N15,U474N11,6,0,,,,0
U510P8,U510N2,U510N3,6,0,,,,0
U510P9,U510N3,U510N2,7,0,,,,0
U529P33,U529N14,U529N13,1,1,,Metro B,E1 ulice Na Žertvách,0
U529P34,U529N14,U529N15,6,0,,,,0
U529P35,U529N15,U529N14,7,0,,,,0
U529P36,U529N16,U529N3,6,0,,,,0
U529P37,U529N3,U529N16,7,0,,,,0
U655P6,U655N3,U655N2,6,0,,,,0
U655P7,U655N2,U655N3,7,0,,,,0
U758P10,U758N1,U758N5,6,0,,,,0
U758P11,U758N5,U758N1,7,0,,,,0
U480P33,U480N9,U480N14,6,0,,,,0
U480P34,U480N14,U480N9,7,0,,,,0
U480P35,U480N1,U480N15,6,0,,,,0
U480P36,U480N15,U480N1,7,0,,,,0
U237P45,U237N22,U237N25,6,0,,,,0
U237P46,U237N25,U237N22,7,0,,,,0
U237P47,U237N6,U237N26,6,0,,,,0
U237P48,U237N26,U237N6,7,0,,,,0
U237P49,U237N15,U237N27,6,0,,,,0
U237P50,U237N27,U237N15,7,0,,,,0
U1040P24,U1040S1E6,U1040N12,6,0,,,,0
U1040P25,U1040N12,U1040S1E6,7,0,,,,0
U1040P26,U1040N3,U1040N13,6,0,,,,0
U1040P27,U1040N13,U1040N3,7,0,,,,0
U1040P28,U1040N4,U1040N14,6,0,,,,0
U1040P29,U1040N14,U1040N4,7,0,,,,0
U1007P15,U1007N2,U1007N6,6,0,,,,0
U1007P16,U1007N6,U1007N2,7,0,,,,0
U258P9,U258N2,U258N4,6,0,,,,0
U258P10,U258N4,U258N2,7,0,,,,0
U258P11,U258S1E3,U258N5,6,0,,,,0
U258P12,U258N5,U258S1E3,7,0,,,,0
U1154P11,U1154N5,U1154N4,6,0,,,,0
U1154P13,U1154N6,U1154N1,6,0,,,,0
U1154P14,U1154N1,U1154N6,7,0,,,,0
U1154P12,U1154N4,U1154N5,7,0,,,,0
U602P14,U602N3,U602N5,6,0,,,,0
U602P15,U602N5,U602N3,7,0,,,,0
U602P16,U602N4,U602N6,6,0,,,,0
U602P17,U602N6,U602N4,7,0,,,,0
U685P7,U685N2,U685N1,6,0,,,,0
U685P8,U685N1,U685N2,7,0,,,,0
U957P6,U957N3,U957N2,6,0,,,,0
U957P7,U957N2,U957N3,7,0,,,,0
U458P36,U458N8,U458N18,6,0,,,,0
U458P37,U458N18,U458N8,7,0,,,,0
U458P34,U458N5,U458N17,6,0,,,,0
U458P35,U458N17,U458N5,7,0,,,,0
U458P32,U458N3,U458N16,6,0,,,,0
U458P33,U458N16,U458N3,7,0,,,,0
U209P24,U209Z102P,U209N8,1,1,,E6 Výtah/Lift,,0
U209P25,U209Z101P,U209N8,1,1,,E6 Výtah/Lift,,0
U209P26,U209N8,U209N9,5,1,80,,,0
U209P30,U209N11,U209S1E6,5,1,80,,,0
U209P29,U209N11,U209N10,6,0,,,,0
U209P28,U209N10,U209N11,7,0,,,,0
U209P27,U209N9,U209N10,1,1,,,,0
